,isbn,isbn13,authors,publicationYear,originalTitle,title,languageCode,imageUrl,smallImageUrl
4001,62194720,9780062194720.0,Pittacus Lore,2014.0,The Revenge of Seven,"The Revenge of Seven (Lorien Legacies, #5)",eng,https://images.gr-assets.com/books/1398024854m/19346451.jpg,https://images.gr-assets.com/books/1398024854s/19346451.jpg
4002,1934648205,9781934648210.0,Lew Wallace,1880.0,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,eng,https://images.gr-assets.com/books/1450180491m/387749.jpg,https://images.gr-assets.com/books/1450180491s/387749.jpg
4003,156421178,9780156421170.0,"George Orwell, Lionel Trilling",1938.0,Homage to Catalonia,Homage to Catalonia,eng,https://images.gr-assets.com/books/1394868278m/9646.jpg,https://images.gr-assets.com/books/1394868278s/9646.jpg
4004,446694843,9780446694840.0,Lolly Winston,2004.0,Good Grief,Good Grief,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4005,345533488,9780345533490.0,"George R.R. Martin, Gary Gianni",2013.0,A Knight of the Seven Kingdoms,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",eng,https://images.gr-assets.com/books/1423281810m/18635622.jpg,https://images.gr-assets.com/books/1423281810s/18635622.jpg
4006,1423121287,9781423121280.0,Melissa de la Cruz,2010.0,Misguided Angel,"Misguided Angel (Blue Bloods, #5)",en-US,https://images.gr-assets.com/books/1322343431m/7747263.jpg,https://images.gr-assets.com/books/1322343431s/7747263.jpg
4007,,2940044980980.0,Madeline Sheehan,2012.0,Undeniable,"Undeniable (Undeniable, #1)",eng,https://images.gr-assets.com/books/1356218855m/16109563.jpg,https://images.gr-assets.com/books/1356218855s/16109563.jpg
4008,080213825X,9780802138260.0,Candace Bushnell,2000.0,Four Blondes,Four Blondes,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4009,859537277,9780859537280.0,Pam Adams,1973.0,There Was an Old Lady Who Swallowed a Fly (Classic Board Books with Holes),There Was An Old Lady Who Swallowed A Fly (Classic Books),,https://images.gr-assets.com/books/1413746503m/949709.jpg,https://images.gr-assets.com/books/1413746503s/949709.jpg
4011,1593078226,9781593078220.0,"Joss Whedon, Georges Jeanty",2007.0,The Long Way Home,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",en-CA,https://images.gr-assets.com/books/1331332425m/1270615.jpg,https://images.gr-assets.com/books/1331332425s/1270615.jpg
4012,61718947,9780061718950.0,Anthony Bourdain,2010.0,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4013,055323370X,9780553233700.0,L.M. Montgomery,1923.0,Emily of New Moon,"Emily of New Moon (Emily, #1)",eng,https://images.gr-assets.com/books/1327883976m/3562.jpg,https://images.gr-assets.com/books/1327883976s/3562.jpg
4014,802150594,9780802150590.0,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",1925.0,Собачье сердце,Heart of a Dog,eng,https://images.gr-assets.com/books/1457906509m/113205.jpg,https://images.gr-assets.com/books/1457906509s/113205.jpg
4015,679723110,9780679723110.0,John Gardner,1970.0,Grendel,Grendel,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4016,61144835,9780061144840.0,Bernard Cornwell,2005.0,The Pale Rider,"The Pale Horseman (The Saxon Stories, #2)",en-US,https://images.gr-assets.com/books/1421710510m/68528.jpg,https://images.gr-assets.com/books/1421710510s/68528.jpg
4017,140092501,9780140092510.0,James Gleick,1987.0,Chaos: Making a New Science,Chaos: Making a New Science,eng,https://images.gr-assets.com/books/1327941595m/64582.jpg,https://images.gr-assets.com/books/1327941595s/64582.jpg
4018,785100490,9780785100490.0,"Kurt Busiek, Alex Ross",1993.0,Marvels,Marvels,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4019,193636574X,9781936365750.0,Dave Eggers,2012.0,A Hologram for the King,A Hologram for the King,eng,https://images.gr-assets.com/books/1337179987m/13722902.jpg,https://images.gr-assets.com/books/1337179987s/13722902.jpg
4020,1595144919,9781595144910.0,"Jay Asher, Carolyn Mackler",2011.0,The Future of Us,The Future of Us,en-US,https://images.gr-assets.com/books/1366214559m/10959277.jpg,https://images.gr-assets.com/books/1366214559s/10959277.jpg
4021,316024643,9780316024650.0,James Patterson,2008.0,Cross Country,"Cross Country (Alex Cross, #14)",eng,https://images.gr-assets.com/books/1344270626m/1713912.jpg,https://images.gr-assets.com/books/1344270626s/1713912.jpg
4022,1849231842,9781849231850.0,Kristen Ashley,2008.0,Rock Chick,"Rock Chick (Rock Chick, #1)",en-GB,https://images.gr-assets.com/books/1266750153m/6538757.jpg,https://images.gr-assets.com/books/1266750153s/6538757.jpg
4023,1442445807,9781442445800.0,Suzanne Young,2013.0,The Program,"The Program (The Program, #1)",eng,https://images.gr-assets.com/books/1344986164m/11366397.jpg,https://images.gr-assets.com/books/1344986164s/11366397.jpg
4024,446699535,9780446699530.0,Michael Connelly,2002.0,City of Bones,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4025,345461665,9780345461670.0,Peter F. Hamilton,2005.0,Judas Unchained,Judas Unchained,eng,https://images.gr-assets.com/books/1316501189m/45244.jpg,https://images.gr-assets.com/books/1316501189s/45244.jpg
4026,1400031362,9781400031370.0,Alexander McCall Smith,2001.0,Morality for Beautiful Girls,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",eng,https://images.gr-assets.com/books/1379303019m/7035.jpg,https://images.gr-assets.com/books/1379303019s/7035.jpg
4027,1416571736,9781416571740.0,Jennifer Echols,2009.0,Going Too Far,Going Too Far,en-US,https://images.gr-assets.com/books/1276962788m/4570679.jpg,https://images.gr-assets.com/books/1276962788s/4570679.jpg
4028,62120395,9780062120400.0,Philipp Meyer,2012.0,The Son,The Son,eng,https://images.gr-assets.com/books/1355349098m/16240761.jpg,https://images.gr-assets.com/books/1355349098s/16240761.jpg
4029,312938810,9780312938820.0,Sherrilyn Kenyon,2007.0,The Dream Hunter,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",en-US,https://images.gr-assets.com/books/1437696622m/84132.jpg,https://images.gr-assets.com/books/1437696622s/84132.jpg
4030,60735449,9780060735450.0,"Christopher Moore, Oliver Wyman",1997.0,Island of the Sequined Love Nun,Island of the Sequined Love Nun,en-GB,https://images.gr-assets.com/books/1168444146m/33455.jpg,https://images.gr-assets.com/books/1168444146s/33455.jpg
4031,1250074134,9781250074130.0,Bryn Greenwood,2016.0,All the Ugly and Wonderful Things,All the Ugly and Wonderful Things,eng,https://images.gr-assets.com/books/1500552983m/26114135.jpg,https://images.gr-assets.com/books/1500552983s/26114135.jpg
4032,670785601,9780670785600.0,Sarah Dessen,2013.0,The Moon and More,The Moon and More,eng,https://images.gr-assets.com/books/1426912781m/16101126.jpg,https://images.gr-assets.com/books/1426912781s/16101126.jpg
4034,609602195,9780609602200.0,"Ina Garten, Melanie Acevedo",1999.0,The Barefoot Contessa Cookbook,The Barefoot Contessa Cookbook,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4035,1595143424,9781595143430.0,"Kathy Reichs, Brendan Reichs",2010.0,Virals,"Virals (Virals, #1)",en-US,https://images.gr-assets.com/books/1278653923m/7800188.jpg,https://images.gr-assets.com/books/1278653923s/7800188.jpg
4037,312372132,9780312372130.0,"P.C. Cast, Kristin Cast",2007.0,,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",eng,https://images.gr-assets.com/books/1402947128m/6167746.jpg,https://images.gr-assets.com/books/1402947128s/6167746.jpg
4038,080508925X,9780805089260.0,Rhoda Janzen,2009.0,Mennonite in a Little Black Dress: A Memoir of Going Home,Mennonite in a Little Black Dress: A Memoir of Going Home,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4039,446607711,9780446607710.0,David Baldacci,1998.0,The Simple Truth,The Simple Truth,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4040,034550500X,9780345505000.0,Justin Cronin,2016.0,The City of Mirrors,"The City of Mirrors (The Passage, #3)",eng,https://images.gr-assets.com/books/1447866792m/26891429.jpg,https://images.gr-assets.com/books/1447866792s/26891429.jpg
4041,038072801X,9780380728020.0,Beverly Cleary,1984.0,Ramona Forever,"Ramona Forever (Ramona, #7)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4042,140369260,9780140369270.0,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992.0,Anne Frank: Beyond the Diary - A Photographic Remembrance,Anne Frank: Beyond the Diary - A Photographic Remembrance,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4043,765345048,9780765345040.0,Jacqueline Carey,2002.0,Kushiel's Chosen,"Kushiel's Chosen (Phèdre's Trilogy, #2)",en-US,https://images.gr-assets.com/books/1395020871m/395962.jpg,https://images.gr-assets.com/books/1395020871s/395962.jpg
4044,8129135728,9788129135730.0,Chetan Bhagat,2014.0,Half Girlfriend,Half Girlfriend,en-CA,https://images.gr-assets.com/books/1407223058m/22874559.jpg,https://images.gr-assets.com/books/1407223058s/22874559.jpg
4045,836218310,9780836218310.0,Gary Larson,1984.0,The Far Side Gallery 3,The Far Side Gallery 3,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4046,446675504,9780446675500.0,Octavia E. Butler,1993.0,"Parable of the Sower (Earthseed, #1)","Parable of the Sower (Earthseed, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4047,1846057914,9781846057920.0,"James Patterson, Maxine Paetro",2012.0,11th hour,"11th Hour (Women's Murder Club, #11)",eng,https://images.gr-assets.com/books/1328409443m/11872242.jpg,https://images.gr-assets.com/books/1328409443s/11872242.jpg
4048,765329042,9780765329040.0,"Orson Scott Card, Aaron Johnston",2012.0,"Earth Unaware (The First Formic War, #1) ","Earth Unaware (The First Formic War, #1)",en-US,https://images.gr-assets.com/books/1327948408m/13151129.jpg,https://images.gr-assets.com/books/1327948408s/13151129.jpg
4049,1570623449,9781570623450.0,Pema Chödrön,1996.0,When Things Fall Apart: Heart Advice for Difficult Times,When Things Fall Apart: Heart Advice for Difficult Times,,https://images.gr-assets.com/books/1320553046m/687278.jpg,https://images.gr-assets.com/books/1320553046s/687278.jpg
4050,312658656,9780312658660.0,Daisy Goodwin,2010.0,My Last Duchess,The American Heiress,eng,https://images.gr-assets.com/books/1307342832m/9999107.jpg,https://images.gr-assets.com/books/1307342832s/9999107.jpg
4051,671729489,9780671729490.0,V.C. Andrews,1984.0,Seeds of Yesterday,"Seeds of Yesterday (Dollanganger, #4)",en-US,https://images.gr-assets.com/books/1321685100m/659612.jpg,https://images.gr-assets.com/books/1321685100s/659612.jpg
4052,736423125,9780736423120.0,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",1948.0,Three Little Pigs (Little Golden Book),The Three Little Pigs (Disney Classic),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4053,810933519,9780810933510.0,Andy Goldsworthy,1990.0,Andy Goldsworthy: A Collaboration with Nature,Andy Goldsworthy: A Collaboration with Nature,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4054,60975776,9780060975780.0,Denis Johnson,1992.0,Jesus' Son: Stories,Jesus' Son,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4055,141659521X,9781416595210.0,Vince Flynn,2012.0,The Last Man,"The Last Man (Mitch Rapp, #13)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4056,034546401X,9780345464020.0,Amy Tan,2005.0,Saving Fish from Drowning: A Novel,Saving Fish from Drowning,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4057,1439164681,9781439164690.0,Lisa Genova,2012.0,Love Anthony,Love Anthony,eng,https://images.gr-assets.com/books/1339757265m/13547381.jpg,https://images.gr-assets.com/books/1339757265s/13547381.jpg
4058,159184021X,9781591840210.0,Seth Godin,2003.0,Purple Cow: Transform Your Business by Being Remarkable,Purple Cow: Transform Your Business by Being Remarkable,eng,https://images.gr-assets.com/books/1309203098m/641604.jpg,https://images.gr-assets.com/books/1309203098s/641604.jpg
4059,399162437,9780399162440.0,Rick Yancey,2016.0,The Last Star,"The Last Star (The 5th Wave, #3)",eng,https://images.gr-assets.com/books/1444237685m/16131489.jpg,https://images.gr-assets.com/books/1444237685s/16131489.jpg
4060,1932664491,9781932664490.0,"Bryan Lee O'Malley, Steve Buccellato",2007.0,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4061,055327094X,9780553270940.0,Leon Uris,1970.0,QB VII,QB VII,eng,https://images.gr-assets.com/books/1359742726m/426825.jpg,https://images.gr-assets.com/books/1359742726s/426825.jpg
4062,451466802,9780451466810.0,Jim Butcher,2015.0,The Aeronaut's Windlass ,"The Aeronaut's Windlass (The Cinder Spires, #1)",eng,https://images.gr-assets.com/books/1425415066m/24876258.jpg,https://images.gr-assets.com/books/1425415066s/24876258.jpg
4063,861661419,9780861661410.0,"Alan Moore, Eddie Campbell, Pete Mullins",1999.0,From Hell,From Hell,eng,https://images.gr-assets.com/books/1327894621m/23529.jpg,https://images.gr-assets.com/books/1327894621s/23529.jpg
4064,739453823,9780739453830.0,Nora Roberts,2005.0,Black Rose,"Black Rose (In the Garden, #2)",eng,https://images.gr-assets.com/books/1298119100m/86321.jpg,https://images.gr-assets.com/books/1298119100s/86321.jpg
4065,553587692,9780553587690.0,Lisa Gardner,1997.0,The Perfect Husband,"The Perfect Husband (Quincy & Rainie, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4066,345366239,9780345366240.0,Katherine Neville,1988.0,The Eight,The Eight (The Eight #1),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4068,152052216,9780152052220.0,Edith Pattou,2003.0,East,East,en-US,https://images.gr-assets.com/books/1277997811m/161887.jpg,https://images.gr-assets.com/books/1277997811s/161887.jpg
4069,345335082,9780345335080.0,Anne McCaffrey,1971.0,Dragonquest,"Dragonquest (Pern, #2)",en-US,https://images.gr-assets.com/books/1307994633m/127584.jpg,https://images.gr-assets.com/books/1307994633s/127584.jpg
4070,393301583,9780393301590.0,"Sigmund Freud, James Strachey, Peter Gay",1930.0,Das Unbehagen in der Kultur,Civilization and Its Discontents,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4071,1444737090,9781444737100.0,James Bowen,2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,eng,https://images.gr-assets.com/books/1331779332m/12394068.jpg,https://images.gr-assets.com/books/1331779332s/12394068.jpg
4072,345545850,9780345545860.0,J. Kenner,2013.0,Complete Me,"Complete Me (Stark Trilogy, #3)",eng,https://images.gr-assets.com/books/1363420378m/17411703.jpg,https://images.gr-assets.com/books/1363420378s/17411703.jpg
4073,553392425,9780553392420.0,Robin Hobb,2014.0,Fool's Assassin,"Fool's Assassin (The Fitz and the Fool, #1)",eng,https://images.gr-assets.com/books/1393886110m/19288321.jpg,https://images.gr-assets.com/books/1393886110s/19288321.jpg
4074,785115315,9780785115310.0,"Joss Whedon, John Cassaday",2004.0,"Astonishing X-Men, Volume 1: Gifted","Astonishing X-Men, Volume 1: Gifted",eng,https://images.gr-assets.com/books/1500464817m/31979.jpg,https://images.gr-assets.com/books/1500464817s/31979.jpg
4075,006121471X,9780061214710.0,Melissa Marr,2009.0,Fragile Eternity,"Fragile Eternity (Wicked Lovely, #3)",en-US,https://images.gr-assets.com/books/1327813714m/5152561.jpg,https://images.gr-assets.com/books/1327813714s/5152561.jpg
4077,006093316X,9780060933170.0,Clive Barker,1989.0,The Great and Secret Show,The Great and Secret Show (Book of the Art #1),eng,https://images.gr-assets.com/books/1407710558m/32628.jpg,https://images.gr-assets.com/books/1407710558s/32628.jpg
4078,380715430,9780380715440.0,Bill Bryson,1990.0,The Mother Tongue: English and How It Got That Way,The Mother Tongue: English and How It Got That Way,en-US,https://images.gr-assets.com/books/1388209925m/29.jpg,https://images.gr-assets.com/books/1388209925s/29.jpg
4079,446580260,9780446580270.0,Eric    Weiner,2008.0,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4080,312424442,9780312424440.0,Tom Wolfe,2004.0,,I am Charlotte Simmons,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4081,151166066X,9781511660660.0,Elle Kennedy,2015.0,The Mistake,"The Mistake (Off-Campus, #2)",eng,https://images.gr-assets.com/books/1447598937m/25564665.jpg,https://images.gr-assets.com/books/1447598937s/25564665.jpg
4082,60734566,9780060734560.0,Susan Elizabeth Phillips,2005.0,Match Me If You Can,"Match Me If You Can (Chicago Stars, #6)",eng,https://images.gr-assets.com/books/1327154923m/73089.jpg,https://images.gr-assets.com/books/1327154923s/73089.jpg
4083,749932821,9780749932820.0,Nora Roberts,2001.0,"Heaven and Earth (Three Sisters Island, #2)","Heaven and Earth (Three Sisters Island, #2)",eng,https://images.gr-assets.com/books/1345222134m/59830.jpg,https://images.gr-assets.com/books/1345222134s/59830.jpg
4084,425195481,9780425195480.0,Dean Koontz,1989.0,The Bad Place,The Bad Place,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4086,60755865,9780060755870.0,Meg Cabot,2005.0,Avalon High,Avalon High,,https://images.gr-assets.com/books/1172542154m/187812.jpg,https://images.gr-assets.com/books/1172542154s/187812.jpg
4087,316043125,9780316043120.0,Stephenie Meyer,2011.0,The Twilight Saga: The Official Guide,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",en-US,https://images.gr-assets.com/books/1344265906m/3609763.jpg,https://images.gr-assets.com/books/1344265906s/3609763.jpg
4088,345483448,9780345483450.0,Kristin Hannah,2001.0,Summer Island,Summer Island,,https://images.gr-assets.com/books/1320540976m/297135.jpg,https://images.gr-assets.com/books/1320540976s/297135.jpg
4089,60628391,9780060628390.0,Richard J. Foster,1978.0,Celebration of Discipline: The Path to Spiritual Growth,Celebration of Discipline: The Path to Spiritual Growth,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4090,60931736,9780060931740.0,Muriel Spark,1961.0,The Prime of Miss Jean Brodie ,The Prime of Miss Jean Brodie,eng,https://images.gr-assets.com/books/1379598918m/517188.jpg,https://images.gr-assets.com/books/1379598918s/517188.jpg
4091,609807900,9780609807900.0,Megan McCafferty,2001.0,"Sloppy Firsts (Jessica Darling, #1)","Sloppy Firsts (Jessica Darling, #1)",eng,https://images.gr-assets.com/books/1320531275m/138202.jpg,https://images.gr-assets.com/books/1320531275s/138202.jpg
4092,316221333,9780316221340.0,Matthew Quick,2013.0,"Forgive Me, Leonard Peacock","Forgive Me, Leonard Peacock",eng,https://images.gr-assets.com/books/1370282544m/13477676.jpg,https://images.gr-assets.com/books/1370282544s/13477676.jpg
4093,142401102,9780142401100.0,Richard Peck,1998.0,A Long Way From Chicago,"A Long Way from Chicago (A Long Way from Chicago, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4094,446609404,9780446609400.0,James Patterson,1980.0,Virgin,Cradle and All,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4095,743225708,9780743225700.0,Ben Mezrich,2002.0,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4096,1626720940,9781626720950.0,"Mariko Tamaki, Jillian Tamaki",2014.0,This One Summer,This One Summer,eng,https://images.gr-assets.com/books/1456895195m/18465566.jpg,https://images.gr-assets.com/books/1456895195s/18465566.jpg
4098,1847371663,9781847371670.0,Nikki Sixx,2005.0,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,en-GB,https://images.gr-assets.com/books/1408936840m/1883838.jpg,https://images.gr-assets.com/books/1408936840s/1883838.jpg
4099,1934137197,9781934137190.0,Paul Harding,2008.0,Tinkers,Tinkers,eng,https://images.gr-assets.com/books/1364258693m/4957350.jpg,https://images.gr-assets.com/books/1364258693s/4957350.jpg
4100,1857233808,9781857233800.0,Terry Brooks,1991.0,The Druid of Shannara,"The Druid of Shannara (Heritage of Shannara, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4101,1502446936,9781502446930.0,Penelope Ward,2014.0,Stepbrother Dearest,Stepbrother Dearest,eng,https://images.gr-assets.com/books/1407407844m/22843341.jpg,https://images.gr-assets.com/books/1407407844s/22843341.jpg
4102,140007780X,9781400077810.0,Alan Lightman,1992.0,Einstein's Dreams,Einstein's Dreams,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4103,679734511,9780679734510.0,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872.0,Бесы,Demons,eng,https://images.gr-assets.com/books/1386958613m/5695.jpg,https://images.gr-assets.com/books/1386958613s/5695.jpg
4104,749935871,9780749935870.0,Sherrilyn Kenyon,2004.0,Seize the Night,Seize the Night (Dark-Hunter #6),eng,https://images.gr-assets.com/books/1348418164m/84144.jpg,https://images.gr-assets.com/books/1348418164s/84144.jpg
4105,067973452X,9780679734530.0,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",1864.0,,Notes from Underground,eng,https://images.gr-assets.com/books/1327909683m/49455.jpg,https://images.gr-assets.com/books/1327909683s/49455.jpg
4106,1608870081,9781608870080.0,"Andrew Williamson, Andrew Williamson",2010.0,,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,,https://images.gr-assets.com/books/1328739344m/8346300.jpg,https://images.gr-assets.com/books/1328739344s/8346300.jpg
4107,60898488,9780060898490.0,"Isabel Allende, Margaret Sayers Peden",2000.0,Retrato en sepia,Portrait in Sepia,,https://images.gr-assets.com/books/1379900929m/85987.jpg,https://images.gr-assets.com/books/1379900929s/85987.jpg
4108,,9781301673870.0,Amy Harmon,2013.0,Making Faces,Making Faces,eng,https://images.gr-assets.com/books/1378983590m/18301124.jpg,https://images.gr-assets.com/books/1378983590s/18301124.jpg
4109,739467042,9780739467050.0,Vikas Swarup,2005.0,Q & A: Slumdog Millionaire,Q & A,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4110,670026336,9780670026330.0,Tana French,2016.0,,The Trespasser (Dublin Murder Squad #6),eng,https://images.gr-assets.com/books/1462998307m/29430013.jpg,https://images.gr-assets.com/books/1462998307s/29430013.jpg
4111,553157248,9780553157250.0,Donald J. Sobol,1963.0,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)","Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
